=== EasyOCR 인식 결과 - 2025-04-04 15:06:39 ===



=== 이미지: IMG_OCR_6_F_0000311.png ===
ID 1: JSON=하동규, EasyOCR=하 동
ID 7: JSON=6527.7.23, EasyOCR=6527 3 9.2
ID 8: JSON=토혈, EasyOCR=도 혈
ID 9: JSON=8671.3.20, EasyOCR=8(71 . 3,20
ID 10: JSON=768, EasyOCR=768
ID 11: JSON=0732, EasyOCR=0 7 3 2
ID 12: JSON=9, EasyOCR=
ID 13: JSON=9, EasyOCR=
ID 14: JSON=선우이솔, EasyOCR=술 서 우이


=== 이미지: IMG_OCR_6_F_0044814.png ===
ID 1: JSON=좌지선, EasyOCR=라지
ID 2: JSON=0143.3.11, EasyOCR=0 143 치)
ID 3: JSON=행운, EasyOCR=행고
ID 4: JSON=469198-81-967977, EasyOCR=29l 우88 1- 46797)
ID 5: JSON=253-2645-6173, EasyOCR=253.264 0173
ID 6: JSON=시조모, EasyOCR=시소모
ID 7: JSON=남궁하성, EasyOCR=감궁히섬
ID 8: JSON=920-8678-3601, EasyOCR=90-ff78- >6
ID 9: JSON=3695, EasyOCR=36 $f
ID 10: JSON=12, EasyOCR=
ID 11: JSON=17, EasyOCR=
ID 12: JSON=미아라, EasyOCR=P |아라
ID 13: JSON=망절서온, EasyOCR=아절서오


=== 이미지: IMG_OCR_6_F_0045411.png ===
ID 1: JSON=반세민, EasyOCR=반비민
ID 2: JSON=297290-2469950, EasyOCR=247290 246q95o
ID 3: JSON=008-2223-2483, EasyOCR=0eB-2223-2483
ID 4: JSON=충청남도, EasyOCR=중청나도
ID 5: JSON=관악구, EasyOCR=관약7
ID 6: JSON=금산동, EasyOCR=금난동
ID 7: JSON=599, EasyOCR=599
ID 8: JSON=평세부림병원, EasyOCR=평제부림 병원
ID 9: JSON=1856.6.11, EasyOCR=1856. 6.1 (
ID 10: JSON=과잉유방, EasyOCR=고(덧유밤
ID 11: JSON=0109.4.29, EasyOCR=이109. 429
ID 12: JSON=535, EasyOCR=535
ID 13: JSON=6686.3.21, EasyOCR=6686.3.21
ID 14: JSON=9593.4.7, EasyOCR=9593. 47
ID 15: JSON=0950, EasyOCR=9So
ID 16: JSON=12, EasyOCR=
ID 17: JSON=6, EasyOCR=
ID 18: JSON=간진호, EasyOCR=간진호


=== 이미지: IMG_OCR_6_F_0045414.png ===
ID 1: JSON=9222608875586, EasyOCR=922 2608875586
ID 2: JSON=제3보험, EasyOCR=제 3보님
ID 3: JSON=옥승원, EasyOCR=옥승원
ID 4: JSON=3154.9.30, EasyOCR=31549.30
ID 5: JSON=사회, EasyOCR=(회
ID 6: JSON=852216-97-078526, EasyOCR=852216-97-018526
ID 7: JSON=969-8379-0217, EasyOCR=969-8379-0217
ID 8: JSON=장모, EasyOCR=강모
ID 9: JSON=표나라, EasyOCR=표나라
ID 10: JSON=152-7152-9304, EasyOCR=152- 7(52 9304
ID 11: JSON=3037, EasyOCR=3037
ID 12: JSON=12, EasyOCR=12
ID 13: JSON=28, EasyOCR=28
ID 14: JSON=야가빈, EasyOCR=야가번
ID 15: JSON=란하연, EasyOCR=관하연


=== 이미지: IMG_OCR_6_F_0045514.png ===
ID 1: JSON=5391235427929, EasyOCR=53 91 235420929
ID 2: JSON=배상책임보험, EasyOCR=배 상 책 임 보 텅
ID 3: JSON=방지예, EasyOCR=바지 예
ID 4: JSON=0993.1.5, EasyOCR=099 3 (5
ID 5: JSON=마을, EasyOCR=마을
ID 6: JSON=895441-46-694990, EasyOCR=895441 46-694996
ID 7: JSON=709-1063-6438, EasyOCR=709 - 10 63 _ 6438
ID 8: JSON=자, EasyOCR=자
ID 9: JSON=좌종수, EasyOCR=좌 경수
ID 10: JSON=728-4183-2582, EasyOCR=728-4183-2582
ID 11: JSON=6873, EasyOCR=68 23
ID 12: JSON=5, EasyOCR=5
ID 13: JSON=3, EasyOCR=3
ID 14: JSON=판재연, EasyOCR=판재연
ID 15: JSON=신로희, EasyOCR=신로흐


=== 이미지: IMG_OCR_6_F_0046614.png ===
ID 1: JSON=4821747907869, EasyOCR=4827747907869
ID 2: JSON=생명보험, EasyOCR=새명보혀
ID 3: JSON=사다연, EasyOCR=사다연
ID 4: JSON=8390.3.8, EasyOCR=8290 ,3 8
ID 5: JSON=무궁, EasyOCR=우궁
ID 6: JSON=372929-45-050714, EasyOCR=372929-45-656714
ID 7: JSON=390-8415-5437, EasyOCR=370 - 84/5-5432
ID 8: JSON=시부, EasyOCR=시부
ID 9: JSON=대주형, EasyOCR=대구형
ID 10: JSON=11, EasyOCR=
ID 11: JSON=24, EasyOCR=24
ID 12: JSON=무이레, EasyOCR=무이레


=== 이미지: IMG_OCR_6_F_0046714.png ===
ID 1: JSON=8528922783844, EasyOCR=8526922763644
ID 2: JSON=보장성보험, EasyOCR=보장성보험
ID 3: JSON=독고세훈, EasyOCR=독 고 세훈
ID 4: JSON=마을, EasyOCR=마을
ID 5: JSON=562566-68-713575, EasyOCR=562566-60-7 13575
ID 6: JSON=785-9036-9201, EasyOCR=765-9036-9201
ID 7: JSON=고조모, EasyOCR=고 조모
ID 8: JSON=돈서정, EasyOCR=돈 서정
ID 9: JSON=853-1473-4797, EasyOCR=653 -14734797
ID 10: JSON=8103, EasyOCR=8 | 0 3
ID 11: JSON=5, EasyOCR=S
ID 12: JSON=21, EasyOCR=2
ID 13: JSON=담지우, EasyOCR=당지우
ID 14: JSON=초수경, EasyOCR=초수경


=== 이미지: IMG_OCR_6_F_0047014.png ===
ID 1: JSON=9954259328462, EasyOCR=521259328462
ID 2: JSON=해상보험, EasyOCR=하: 보럽
ID 3: JSON=성가을, EasyOCR=성가을
ID 4: JSON=5366.2.7, EasyOCR=5366 2 7
ID 5: JSON=무궁, EasyOCR=무궁
ID 6: JSON=210866-19-834383, EasyOCR=210866 -19-034383
ID 7: JSON=872-8623-7173, EasyOCR=872 -8623 -2/73
ID 8: JSON=제, EasyOCR=제
ID 9: JSON=위경희, EasyOCR=위경희
ID 10: JSON=579-3515-7233, EasyOCR=579-3515-7233
ID 11: JSON=3164, EasyOCR=3 64
ID 12: JSON=6, EasyOCR=
ID 13: JSON=21, EasyOCR=2
ID 14: JSON=위혜원, EasyOCR=위혜원
ID 15: JSON=금정숙, EasyOCR=긍정숙


=== 이미지: IMG_OCR_6_F_0048011.png ===
ID 1: JSON=온도이, EasyOCR=온도이
ID 2: JSON=46612-4870741, EasyOCR=45612 45770741
ID 3: JSON=전라북도, EasyOCR=전라북오
ID 4: JSON=용인시, EasyOCR=용인시
ID 5: JSON=월피동, EasyOCR=월씬동
ID 6: JSON=203, EasyOCR=203
ID 7: JSON=지명대학교병원, EasyOCR=지영대학고 법원
ID 8: JSON=0938.10.20, EasyOCR=0938 ,10.10
ID 9: JSON=아교귀, EasyOCR=아교+
ID 10: JSON=7886.4.11, EasyOCR=J886 , 4, I1
ID 11: JSON=129, EasyOCR=
ID 12: JSON=7908.2.6, EasyOCR=190f '그 6
ID 13: JSON=3570.1.9, EasyOCR=35)0 1, 9
ID 14: JSON=1082, EasyOCR=
ID 15: JSON=4, EasyOCR=
ID 16: JSON=9, EasyOCR=
ID 17: JSON=길민교, EasyOCR=길만고


=== 이미지: IMG_OCR_6_F_0048214.png ===
ID 1: JSON=8201082799866, EasyOCR=P201083/99866
ID 2: JSON=질병보험, EasyOCR=질병보럽
ID 3: JSON=만형주, EasyOCR=만큼주
ID 4: JSON=7588.3.13, EasyOCR=2588 3, 13
ID 5: JSON=다운, EasyOCR=다운
ID 6: JSON=908682-10-577780, EasyOCR=908682 1o-5)1705
ID 7: JSON=798-7751-5648, EasyOCR=79-9451-564o
ID 8: JSON=고조모, EasyOCR=고즈8
ID 9: JSON=211-9025-3829, EasyOCR=2( -9025 -3829
ID 10: JSON=9294, EasyOCR=9294
ID 11: JSON=11, EasyOCR=
ID 12: JSON=24, EasyOCR=24
ID 13: JSON=섭성주, EasyOCR=접 성주
ID 14: JSON=궁인영, EasyOCR=당인


=== 이미지: IMG_OCR_6_F_0048711.png ===
ID 1: JSON=온옥자, EasyOCR=온욕자
ID 2: JSON=476075-3678161, EasyOCR=476075_3678161
ID 3: JSON=823-4381-4140, EasyOCR=823 -4381 4(C0
ID 4: JSON=세종특별자치시, EasyOCR=세중특 벌 다치시
ID 5: JSON=평택시, EasyOCR=평택시
ID 6: JSON=창호리, EasyOCR=창호리
ID 7: JSON=550, EasyOCR=550
ID 8: JSON=이장비인후과의원, EasyOCR=이장비인후 과의원
ID 9: JSON=1456.4.4, EasyOCR=(456.44
ID 10: JSON=심장확장, EasyOCR=심장확장
ID 11: JSON=9051.5.8, EasyOCR=90 51 5.8
ID 12: JSON=374, EasyOCR=3774
ID 13: JSON=3626.9.22, EasyOCR=3626
ID 14: JSON=7265.12.23, EasyOCR=77265  12  >3
ID 15: JSON=4052, EasyOCR=4652
ID 16: JSON=12, EasyOCR=
ID 17: JSON=8, EasyOCR=8
ID 18: JSON=풍현빈, EasyOCR=풍m반
